customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0351,Female,1,No,No,38,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Electronic check,29.85,1117.13,No
CUST0352,Male,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,74.61,3547.1,No
CUST0353,Male,0,Yes,Yes,63,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),47.3,2946.66,Yes
CUST0354,Female,1,No,Yes,61,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),113.9,6964.09,No
CUST0355,Female,1,No,Yes,53,No,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.73,5078.73,No
CUST0356,Male,1,Yes,Yes,8,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,117.2,899.81,Yes
CUST0357,Female,1,No,No,36,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.83,747.15,No
CUST0358,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.08,2217.07,Yes
CUST0359,Male,1,No,No,40,No,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,37.93,1541.58,No
CUST0360,Male,0,Yes,Yes,16,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,19.14,327.43,Yes
CUST0361,Female,1,No,No,20,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.72,810.24,No
CUST0362,Male,1,No,No,50,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,87.24,4368.03,Yes
CUST0363,Male,0,Yes,No,58,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,41.57,2369.53,No
CUST0364,Female,1,No,No,38,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.92,2697.33,No
CUST0365,Male,1,No,No,54,No,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),108.56,5902.95,No
CUST0366,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.76,3570.22,No
CUST0367,Female,0,No,Yes,38,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),58.25,2256.12,No
CUST0368,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,No,Mailed check,55.99,703.03,Yes
CUST0369,Male,0,Yes,Yes,63,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,64.49,4095.72,No
CUST0370,Male,1,No,Yes,10,No,Yes,No,Yes,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),36.06,367.57,Yes
CUST0371,Female,0,No,No,18,Yes,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),82.67,1468.67,Yes
CUST0372,Female,0,No,Yes,10,Yes,Yes,No,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),55.14,523.18,No
CUST0373,Female,1,No,No,45,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),104.94,4705.02,Yes
CUST0374,Female,1,No,Yes,44,No,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,95.17,4200.33,No
CUST0375,Male,0,No,No,0,No,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),80.27,-32.73,No
CUST0376,Female,0,No,Yes,39,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,55.15,2126.71,No
CUST0377,Female,1,Yes,No,18,Yes,No phone service,No,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),39.41,706.19,No
CUST0378,Male,0,No,No,71,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.17,6872.38,No
CUST0379,Female,1,Yes,No,71,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),67.61,4809.17,No
CUST0380,Male,1,No,No,60,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),40.92,2497.52,No
CUST0381,Female,1,No,Yes,11,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),37.91,441.82,No
CUST0382,Female,1,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,34.87,2108.84,No
CUST0383,Female,0,No,Yes,32,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.27,3120.91,No
CUST0384,Male,1,No,Yes,44,No,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,41.36,1818.63,No
CUST0385,Male,0,Yes,Yes,68,No,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),71.72,4845.62,No
CUST0386,Female,1,No,No,7,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.06,487.89,No
CUST0387,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,77.12,1825.73,Yes
CUST0388,Male,1,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),107.47,4795.28,Yes
CUST0389,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,106.51,3113.79,Yes
CUST0390,Male,0,No,No,46,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),64.01,2912.02,Yes
CUST0391,Male,1,No,No,48,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),19.57,926.55,Yes
CUST0392,Male,1,No,Yes,46,No,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),61.5,2781.83,No
CUST0393,Female,1,No,No,17,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,79.83,1320.82,No
CUST0394,Female,1,Yes,No,65,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,74.89,4835.17,No
CUST0395,Male,0,Yes,Yes,67,Yes,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,84.44,5612.92,Yes
CUST0396,Female,1,No,Yes,32,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,33.72,1094.71,No
CUST0397,Female,0,No,No,35,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),83.95,2971.95,No
CUST0398,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No,One year,No,Mailed check,36.63,646.67,No
CUST0399,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,94.55,2590.31,No
CUST0400,Male,0,No,No,39,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.59,2022.34,No
CUST0401,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,90.41,1248.28,No
CUST0402,Female,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,22.88,880.27,No
CUST0403,Male,0,Yes,No,38,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,59.6,2276.86,Yes
CUST0404,Male,1,Yes,No,1,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,89.91,81.9,No
CUST0405,Female,1,Yes,Yes,62,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),41.14,2562.01,Yes
CUST0406,Female,1,Yes,Yes,28,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),99.12,2801.53,No
CUST0407,Female,1,No,No,65,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,82.34,5356.67,No
CUST0408,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,77.93,3909.26,Yes
CUST0409,Female,0,Yes,No,9,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),54.06,530.07,Yes
CUST0410,Female,1,No,Yes,13,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),67.21,853.64,Yes
CUST0411,Male,1,Yes,No,50,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),78.93,3932.42,Yes
CUST0412,Female,1,Yes,Yes,72,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,66.19,4787.45,Yes
CUST0413,Female,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,89.23,3401.87,Yes
CUST0414,Male,1,Yes,No,27,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),62.24,1648.33,Yes
CUST0415,Male,1,No,Yes,2,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.63,64.87,Yes
CUST0416,Male,1,No,Yes,69,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),39.82,2744.36,No
CUST0417,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,No,Electronic check,18.59,475.28,No
CUST0418,Female,0,No,No,1,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),48.7,16.53,Yes
CUST0419,Female,0,Yes,No,37,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Mailed check,94.39,3534.87,No
CUST0420,Female,0,No,Yes,2,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),99.0,224.23,No
CUST0421,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),38.65,577.89,No
CUST0422,Female,0,Yes,Yes,39,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),115.82,4534.99,No
CUST0423,Female,0,Yes,Yes,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),69.25,108.98,No
CUST0424,Male,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,111.53,4424.82,No
CUST0425,Female,1,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,90.09,966.03,No
CUST0426,Male,1,Yes,No,34,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,91.69,3121.73,No
CUST0427,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,26.67,1736.78,No
CUST0428,Female,0,Yes,Yes,54,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.44,2137.39,No
CUST0429,Male,1,Yes,No,44,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,18.9,880.0,No
CUST0430,Female,0,Yes,No,61,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),91.05,5549.54,No
CUST0431,Male,0,No,Yes,48,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,53.13,2536.16,No
CUST0432,Female,0,No,No,24,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.24,2337.03,No
CUST0433,Male,1,No,Yes,22,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),52.57,1123.98,Yes
CUST0434,Female,1,Yes,Yes,23,No,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),101.57,2365.27,No
CUST0435,Female,1,No,No,37,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),31.33,1204.75,Yes
CUST0436,Female,1,No,Yes,27,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,35.68,954.72,No
CUST0437,Female,1,No,Yes,20,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.77,1100.64,No
CUST0438,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),59.67,3194.89,Yes
CUST0439,Male,1,Yes,Yes,17,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),53.57,908.8,No
CUST0440,Male,0,Yes,Yes,35,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.89,3373.55,Yes
CUST0441,Male,0,Yes,Yes,44,No,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,27.89,1220.66,No
CUST0442,Female,1,No,Yes,72,No,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,53.82,3880.91,Yes
CUST0443,Male,1,No,Yes,52,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,103.4,5332.6,No
CUST0444,Female,0,No,No,29,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),24.81,739.12,No
CUST0445,Female,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,114.12,6688.36,No
CUST0446,Male,0,Yes,No,31,No,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.6,3708.31,No
CUST0447,Male,1,Yes,Yes,66,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),27.03,1816.47,Yes
CUST0448,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),47.71,3122.57,No
CUST0449,Male,1,No,No,27,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55.98,1493.83,Yes
CUST0450,Female,1,Yes,No,43,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.19,4177.3,Yes
CUST0451,Female,1,Yes,No,40,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,78.78,3160.87,Yes
CUST0452,Female,0,No,Yes,62,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Mailed check,83.73,5170.0,No
CUST0453,Female,1,No,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,95.27,2105.19,No
CUST0454,Female,0,Yes,No,47,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,30.03,1391.19,Yes
CUST0455,Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,102.99,3148.24,Yes
CUST0456,Male,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,89.97,4988.57,Yes
CUST0457,Female,1,Yes,Yes,32,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,76.89,2420.6,No
CUST0458,Female,1,Yes,Yes,23,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),108.75,2530.48,No
CUST0459,Male,1,Yes,Yes,38,Yes,No,DSL,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),89.43,3444.48,Yes
CUST0460,Male,0,No,No,33,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,No,Mailed check,38.57,1265.51,No
CUST0461,Female,0,No,No,55,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,61.83,3401.92,No
CUST0462,Male,0,No,Yes,27,No,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),68.39,1811.21,No
CUST0463,Female,0,Yes,No,36,No,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),23.63,855.78,No
CUST0464,Male,0,No,No,6,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.37,656.69,No
CUST0465,Female,0,Yes,No,67,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),31.11,2095.49,No
CUST0466,Male,1,Yes,No,36,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),89.14,3252.37,No
CUST0467,Female,1,No,Yes,55,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),69.64,3799.77,No
CUST0468,Male,1,Yes,No,64,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),20.61,1345.5,No
CUST0469,Male,1,Yes,Yes,64,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,112.32,7140.83,No
CUST0470,Female,0,No,Yes,46,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.89,4812.49,Yes
CUST0471,Male,0,No,No,19,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.47,1319.0,Yes
CUST0472,Female,1,No,Yes,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),41.35,729.55,No
CUST0473,Male,0,Yes,No,28,No,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.41,818.83,No
CUST0474,Female,1,No,No,59,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.07,3236.46,No
CUST0475,Male,1,No,Yes,17,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,44.05,740.6,No
CUST0476,Female,1,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.68,2349.18,No
CUST0477,Male,0,No,Yes,42,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,116.57,4911.6,Yes
CUST0478,Female,1,No,Yes,10,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Electronic check,76.65,808.39,No
CUST0479,Male,1,No,No,48,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,108.77,5211.02,No
CUST0480,Female,1,Yes,No,37,No,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.39,3091.66,Yes
CUST0481,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.48,4165.31,Yes
CUST0482,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,No,Mailed check,105.17,7186.96,Yes
CUST0483,Male,1,Yes,Yes,7,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),66.08,469.72,No
CUST0484,Female,0,No,Yes,33,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),106.6,3513.3,No
CUST0485,Male,0,Yes,No,47,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.74,2208.74,No
CUST0486,Female,0,Yes,Yes,55,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),31.14,1707.67,No
CUST0487,Male,0,No,No,64,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,105.24,6713.21,Yes
CUST0488,Female,0,No,Yes,30,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),77.92,2381.92,No
CUST0489,Male,0,No,No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,108.69,364.48,No
CUST0490,Male,0,Yes,No,49,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,113.66,5527.73,No
CUST0491,Female,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,23.47,1597.63,No
CUST0492,Male,0,Yes,Yes,29,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,1976.41,No
CUST0493,Male,0,No,No,58,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,56.25,3253.58,No
CUST0494,Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),81.84,5439.12,No
CUST0495,Male,1,Yes,Yes,44,Yes,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),98.95,4356.55,No
CUST0496,Male,0,No,Yes,3,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),46.62,123.28,No
CUST0497,Male,1,No,No,25,No,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,74.79,1840.54,Yes
CUST0498,Female,1,No,Yes,26,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),90.29,2377.57,No
CUST0499,Male,0,Yes,No,45,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),31.71,1439.4,No
CUST0500,Female,0,No,No,63,No,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,101.03,6361.7,No
CUST0501,Male,0,No,Yes,50,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,79.82,3962.75,No
CUST0502,Male,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,114.85,5611.07,No
CUST0503,Male,1,Yes,Yes,5,Yes,No,No,Yes,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,52.63,309.13,Yes
CUST0504,Female,0,No,Yes,58,Yes,No,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,29.03,1685.75,No
CUST0505,Male,0,No,Yes,14,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),69.66,965.31,No
CUST0506,Male,0,Yes,No,29,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,26.75,777.89,No
CUST0507,Female,1,Yes,No,41,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),116.89,4820.39,Yes
CUST0508,Male,1,No,Yes,36,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),21.95,774.21,Yes
CUST0509,Female,1,No,Yes,41,No,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),94.86,3857.13,Yes
CUST0510,Female,1,No,Yes,34,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,71.56,2441.53,No
CUST0511,Male,0,No,No,5,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,55.6,294.52,No
CUST0512,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,24.72,1677.51,No
CUST0513,Male,0,No,Yes,17,No,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),81.46,1423.02,No
CUST0514,Female,0,No,No,72,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,77.69,5580.8,No
CUST0515,Female,1,Yes,No,28,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,46.65,1263.74,No
CUST0516,Male,1,No,Yes,58,No,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),110.84,6474.55,No
CUST0517,Female,0,Yes,Yes,46,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,49.02,2248.42,No
CUST0518,Female,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),63.87,1034.25,No
CUST0519,Female,1,No,No,21,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.46,1559.29,No
CUST0520,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,28.22,1895.39,No
CUST0521,Female,1,Yes,Yes,68,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),113.08,7659.97,No
CUST0522,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),56.2,2048.71,No
CUST0523,Female,0,No,No,48,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),26.24,1289.9,Yes
CUST0524,Male,0,No,No,12,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,57.5,695.3,Yes
CUST0525,Female,0,Yes,Yes,33,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,79.22,2613.12,Yes
